Code_commune_INSEE,Nom_commune,Code_postal,Ligne_5,Libellé_d_acheminement,coordonnees_geographiques_x,coordonnees_geographiques_y
35195,MONTREUIL SUR ILLE,35440,,MONTREUIL SUR ILLE,48.305604137,-1.668810851
35205,NOYAL SOUS BAZOUGES,35560,,NOYAL SOUS BAZOUGES,48.417519583,-1.624034624
35206,NOYAL CHATILLON SUR SEICHE,35230,,NOYAL CHATILLON SUR SEICHE,48.052319685,-1.662728532
35206,NOYAL CHATILLON SUR SEICHE,35230,CHATILLON SUR SEICHE,NOYAL CHATILLON SUR SEICHE,48.052319685,-1.662728532
35207,NOYAL SUR VILAINE,35530,,NOYAL SUR VILAINE,48.091423976,-1.505240448
35222,PLEINE FOUGERES,35610,,PLEINE FOUGERES,48.531066224,-1.573670717
35223,PLELAN LE GRAND,35380,,PLELAN LE GRAND,47.996659724,-2.079861467
35228,PLEURTUIT,35730,,PLEURTUIT,48.582704314,-2.060075714
35233,QUEBRIAC,35190,,QUEBRIAC,48.356574227,-1.813001902
35238,RENNES,35700,,RENNES,48.111680407,-1.681868718
35239,RETIERS,35240,,RETIERS,47.905815254,-1.343751163
35240,LE RHEU,35650,,LE RHEU,48.097273889,-1.781007436
35250,ST ARMEL,35230,,ST ARMEL,48.013354308,-1.580563523
35265,ST DOMINEUC,35190,,ST DOMINEUC,48.360565205,-1.869389411
35270,ST GEORGES DE GREHAIGNE,35610,,ST GEORGES DE GREHAIGNE,48.578803427,-1.54964785
35272,ST GERMAIN DU PINEL,35370,,ST GERMAIN DU PINEL,48.004892571,-1.172684912
35275,ST GILLES,35590,,ST GILLES,48.152246352,-1.853797645
35282,RIVES DU COUESNON,35140,ST MARC SUR COUESNON,RIVES DU COUESNON,48.284927722,-1.345743452
35282,RIVES DU COUESNON,35140,VENDEL,RIVES DU COUESNON,48.284927722,-1.345743452
35286,ST LEGER DES PRES,35270,,ST LEGER DES PRES,48.388352499,-1.657128395
35288,ST MALO,35400,,ST MALO,48.640048719,-1.980865007
35290,ST MALON SUR MEL,35750,,ST MALON SUR MEL,48.094371208,-2.111534733
35292,ST MARC LE BLANC,35460,BAILLE,ST MARC LE BLANC,48.373397199,-1.397723784
35304,ST OUEN DES ALLEUX,35140,,ST OUEN DES ALLEUX,48.326848495,-1.427721092
35309,ST REMY DU PLAIN,35560,,ST REMY DU PLAIN,48.376105515,-1.56642422
35317,ST SYMPHORIEN,35630,,ST SYMPHORIEN,48.280269654,-1.803148709
35322,LE SEL DE BRETAGNE,35320,,LE SEL DE BRETAGNE,47.898026519,-1.606300329
35327,SERVON SUR VILAINE,35530,,SERVON SUR VILAINE,48.121132516,-1.457975915
35328,SIXT SUR AFF,35550,,SIXT SUR AFF,47.774880372,-2.04960519
35330,TAILLIS,35500,,TAILLIS,48.184314015,-1.240049519
35338,TORCE,35370,,TORCE,48.061284514,-1.270683073
35339,TRANS LA FORET,35610,,TRANS LA FORET,48.487722202,-1.603796369
35345,TREVERIEN,35190,,TREVERIEN,48.371167613,-1.92022486
35353,VEZIN LE COQUET,35132,,VEZIN LE COQUET,48.117672493,-1.749252149
35355,VIEUX VY SUR COUESNON,35490,,VIEUX VY SUR COUESNON,48.334545923,-1.499153877
35356,VIGNOC,35630,,VIGNOC,48.256947791,-1.76362755
35362,LE TRONCHET,35540,,LE TRONCHET,48.492859081,-1.841414172
35363,PONT PEAN,35131,,PONT PEAN,48.010947119,-1.696373362
35001,ACIGNE,35690,,ACIGNE,48.146472503,-1.519156922
35004,VAL COUESNON,35560,ANTRAIN,VAL COUESNON,48.440079368,-1.46268206
35010,BAGUER PICAN,35120,,BAGUER PICAN,48.549892404,-1.691120364
35016,BAULON,35580,,BAULON,47.994959683,-1.929406329
35017,LA BAUSSAINE,35190,,LA BAUSSAINE,48.31294707,-1.896616166
35021,BEAUCE,35133,,BEAUCE,48.346757826,-1.155558635
35025,BILLE,35133,,BILLE,48.293858764,-1.251123427
35044,BROUALAN,35120,,BROUALAN,48.47528511,-1.66115802
35045,BRUC SUR AFF,35550,,BRUC SUR AFF,47.814274771,-2.00617628
35047,BRUZ,35170,PONT REAN,BRUZ,48.025911899,-1.748505182
35051,CESSON SEVIGNE,35510,,CESSON SEVIGNE,48.120400207,-1.59724509
35056,LA CHAPELLE AUX FILTZMEENS,35190,,LA CHAPELLE AUX FILTZMEENS,48.381674453,-1.818063363
35058,LA CHAPELLE CHAUSSEE,35630,,LA CHAPELLE CHAUSSEE,48.266710925,-1.863964399
35060,LA CHAPELLE DU LOU DU LAC,35360,LE LOU DU LAC,LA CHAPELLE DU LOU DU LAC,48.21578004,-1.993519164
35063,LA CHAPELLE ST AUBERT,35140,,LA CHAPELLE ST AUBERT,48.309918506,-1.314676226
35066,CHARTRES DE BRETAGNE,35131,,CHARTRES DE BRETAGNE,48.044923778,-1.706450506
35068,CHATEAUBOURG,35220,,CHATEAUBOURG,48.119808108,-1.40403902
35072,CHATILLON EN VENDELAIS,35210,,CHATILLON EN VENDELAIS,48.22885041,-1.164752374
35076,CHAVAGNE,35310,,CHAVAGNE,48.056320452,-1.786547463
35091,LE CROUAIS,35290,,LE CROUAIS,48.209371712,-2.150995832
35093,DINARD,35800,,DINARD,48.624750513,-2.062084653
35097,DOMALAIN,35680,,DOMALAIN,47.99921643,-1.239370169
35099,DOMLOUP,35410,,DOMLOUP,48.0684684,-1.54295343
35107,ERCE PRES LIFFRE,35340,,ERCE PRES LIFFRE,48.254539781,-1.517032057
35114,FORGES LA FORET,35640,,FORGES LA FORET,47.8615571,-1.292912476
35117,GAEL,35290,,GAEL,48.118492569,-2.228619025
35119,GENNES SUR SEICHE,35370,,GENNES SUR SEICHE,47.997956603,-1.13291119
35132,HIREL,35120,,HIREL,48.593618909,-1.809188885
35132,HIREL,35120,VILDE LA MARINE,HIREL,48.593618909,-1.809188885
35138,LAIGNELET,35133,,LAIGNELET,48.379693794,-1.152890021
35140,LALLEU,35320,,LALLEU,47.855952859,-1.522336952
35148,LANRIGAN,35270,,LANRIGAN,48.391463328,-1.691952055
35155,LOHEAC,35550,,LOHEAC,47.872591253,-1.888757472
35157,LE LOROUX,35133,,LE LOROUX,48.394838477,-1.082981245
35160,LOUTEHEL,35330,,LOUTEHEL,47.937013529,-2.079637954
35169,MAXENT,35380,,MAXENT,47.978321076,-2.016153538
35185,MONTAUTOUR,35210,,MONTAUTOUR,48.204672623,-1.120830478
35188,MONTFORT SUR MEU,35160,,MONTFORT SUR MEU,48.126116266,-1.963933977
35190,MONTHAULT,35420,,MONTHAULT,48.512339092,-1.175884682
35200,MOUTIERS,35130,,MOUTIERS,47.976013039,-1.205282543
35202,LA NOE BLANCHE,35470,,LA NOE BLANCHE,47.795075182,-1.745846811
35203,LA NOUAYE,35137,,LA NOUAYE,48.166354045,-1.974724928
35216,PARTHENAY DE BRETAGNE,35850,,PARTHENAY DE BRETAGNE,48.188070994,-1.829118412
35225,PLESDER,35720,,PLESDER,48.417908084,-1.929973377
35226,PLEUGUENEUC,35720,,PLEUGUENEUC,48.404539119,-1.885753254
35230,POILLEY,35420,,POILLEY,48.465975825,-1.256588671
35232,PRINCE,35210,,PRINCE,48.237551571,-1.105855416
35235,RANNEE,35130,,RANNEE,47.901406469,-1.200196605
35236,REDON,35600,,REDON,47.661216252,-2.08016417
35237,RENAC,35660,,RENAC,47.72782278,-1.966755244
35243,ROMAGNE,35133,,ROMAGNE,48.344541228,-1.262508701
35255,ST BENOIT DES ONDES,35114,,ST BENOIT DES ONDES,48.613513629,-1.861052615
35257,MAEN ROCH,35460,ST ETIENNE EN COGLES,MAEN ROCH,48.400636918,-1.345728525
35264,ST DIDIER,35220,,ST DIDIER,48.093265123,-1.357952517
35268,ST GANTON,35550,,ST GANTON,47.769824505,-1.891042743
35274,ST GERMAIN SUR ILLE,35250,,ST GERMAIN SUR ILLE,48.250459681,-1.652029662
35278,ST GREGOIRE,35760,,ST GREGOIRE,48.158493729,-1.685337689
35280,ST HILAIRE DES LANDES,35140,,ST HILAIRE DES LANDES,48.338312694,-1.366574834
35281,ST JACQUES DE LA LANDE,35136,,ST JACQUES DE LA LANDE,48.076118615,-1.722558013
35282,RIVES DU COUESNON,35140,ST JEAN SUR COUESNON,RIVES DU COUESNON,48.284927722,-1.345743452
35285,ST JUST,35550,,ST JUST,47.764436292,-1.969131549
35288,ST MALO,35400,PARAME,ST MALO,48.640048719,-1.980865007
35288,ST MALO,35400,ROTHENEUF,ST MALO,48.640048719,-1.980865007
35288,ST MALO,35400,ST SERVAN SUR MER,ST MALO,48.640048719,-1.980865007
35291,ST MARCAN,35120,,ST MARCAN,48.585259427,-1.628052573
35294,STE MARIE,35600,,STE MARIE,47.693519577,-2.013587106
35296,ST MEDARD SUR ILLE,35250,,ST MEDARD SUR ILLE,48.272995224,-1.670924977
35297,ST MEEN LE GRAND,35290,,ST MEEN LE GRAND,48.192349808,-2.194995104
35305,ST PERAN,35380,,ST PERAN,48.056820978,-2.06452705
35306,ST PERE MARC EN POULET,35430,,ST PERE MARC EN POULET,48.584126939,-1.929247306
35308,MESNIL ROC H,35720,ST PIERRE DE PLESGUEN,MESNIL ROC H,48.45801406,-1.8778414
35308,MESNIL ROC H,35720,TRESSE,MESNIL ROC H,48.45801406,-1.8778414
35315,ST SULPICE LA FORET,35250,,ST SULPICE LA FORET,48.212407534,-1.575873462
35316,ST SULPICE DES LANDES,35390,,ST SULPICE DES LANDES,47.776961884,-1.625721618
35320,ST UNIAC,35360,,ST UNIAC,48.166999305,-2.032799831
35326,SENS DE BRETAGNE,35490,,SENS DE BRETAGNE,48.336389627,-1.554034633
35335,THOURIE,35134,,THOURIE,47.848548707,-1.458039729
35346,TRIMER,35190,,TRIMER,48.344757088,-1.897228289
29014,BOTSORHEL,29650,,BOTSORHEL,48.506149636,-3.628782839
29042,CROZON,29160,,CROZON,48.244914628,-4.491944902
29043,DAOULAS,29460,,DAOULAS,48.35580949,-4.263889359
29046,DOUARNENEZ,29100,,DOUARNENEZ,48.080138679,-4.328017277
29047,LE DRENNEC,29860,,LE DRENNEC,48.533043997,-4.381945582
29053,LE FAOU,29590,,LE FAOU,48.30555737,-4.142603226
29054,LA FEUILLEE,29690,,LA FEUILLEE,48.391163352,-3.852136817
29055,LE FOLGOET,29260,,LE FOLGOET,48.566279876,-4.352323247
29057,LA FORET FOUESNANT,29940,,LA FORET FOUESNANT,47.920548648,-3.968055745
29065,GOURLIZON,29710,,GOURLIZON,48.025375337,-4.269591078
29066,GUENGAT,29180,,GUENGAT,48.041240587,-4.196044169
29071,GUILLIGOMARC H,29300,,GUILLIGOMARC H,47.943410977,-3.42611898
29076,MILIZAC GUIPRONVEL,29290,GUIPRONVEL,MILIZAC GUIPRONVEL,48.465048219,-4.567909406
29078,HANVEC,29460,,HANVEC,48.329908986,-4.139712897
29098,LAMPAUL PLOUARZEL,29810,,LAMPAUL PLOUARZEL,48.449988359,-4.764191484
29100,LANARVILY,29260,,LANARVILY,48.560967094,-4.382697134
29104,LANDEVENNEC,29560,,LANDEVENNEC,48.281227541,-4.312657705
29105,LANDIVISIAU,29400,,LANDIVISIAU,48.516404956,-4.060786056
29106,LANDREVARZEC,29510,,LANDREVARZEC,48.089632684,-4.074995991
29108,LANDUDEC,29710,,LANDUDEC,47.995270446,-4.328043827
29109,LANDUNVEZ,29840,,LANDUNVEZ,48.534440762,-4.730018051
29115,LANNEDERN,29190,,LANNEDERN,48.289441066,-3.902770761
29130,LOCMARIA PLOUZANE,29280,,LOCMARIA PLOUZANE,48.371499558,-4.650144094
29133,LOCQUIREC,29241,,LOCQUIREC,48.682930831,-3.667581439
29135,LOCTUDY,29750,,LOCTUDY,47.825013886,-4.187715332
29137,LOGONNA DAOULAS,29460,,LOGONNA DAOULAS,48.328565653,-4.288606627
29139,LOPEREC,29590,,LOPEREC,48.301668943,-4.034666916
29144,LA MARTYRE,29800,,LA MARTYRE,48.437046918,-4.169957627
29147,MELLAC,29300,,MELLAC,47.898564577,-3.587911207
29150,MOELAN SUR MER,29350,,MOELAN SUR MER,47.806298901,-3.645593893
29153,NEVEZ,29920,,NEVEZ,47.815466332,-3.775901861
29166,PLOEVEN,29550,,PLOEVEN,48.158165175,-4.212882784
29171,PLOMEUR,29120,,PLOMEUR,47.838142718,-4.294387728
29177,PLOUARZEL,29810,,PLOUARZEL,48.438892741,-4.721074429
29182,PLOUEGAT GUERAND,29620,,PLOUEGAT GUERAND,48.621683312,-3.670285182
29197,PLOUHINEC,29780,,PLOUHINEC,48.014225139,-4.485643289
29199,PLOUIGNEAU,29610,,PLOUIGNEAU,48.573297271,-3.702219869
29205,PLOUNEVEZEL,29270,,PLOUNEVEZEL,48.312109718,-3.574643154
29212,PLOUZANE,29280,,PLOUZANE,48.377624035,-4.598965851
29213,PLOUZEVEDE,29440,,PLOUZEVEDE,48.592434494,-4.095773332
29225,POULDREUZIC,29710,,POULDREUZIC,47.961161748,-4.363857699
29227,POULLAOUEN,29690,LOCMARIA BERRIEN,POULLAOUEN,48.347877827,-3.643645763
29230,QUERRIEN,29310,,QUERRIEN,47.95543352,-3.547539622
29236,RIEC SUR BELON,29340,,RIEC SUR BELON,47.849126475,-3.69050371
29243,ST COULITZ,29150,,ST COULITZ,48.182218707,-4.066884824
29252,ST JEAN TROLIMON,29120,,ST JEAN TROLIMON,47.868494618,-4.309163849
29266,ST THEGONNEC LOC EGUINER,29410,LOC EGUINER ST THEGONNEC,ST THEGONNEC LOC EGUINER,48.502271639,-3.940488625
29266,ST THEGONNEC LOC EGUINER,29410,ST THEGONNEC,ST THEGONNEC LOC EGUINER,48.502271639,-3.940488625
29268,ST THONAN,29800,,ST THONAN,48.47710363,-4.322689802
29273,SANTEC,29250,,SANTEC,48.699878192,-4.031586179
29280,TELGRUC SUR MER,29560,,TELGRUC SUR MER,48.233487792,-4.357264699
29281,TOURCH,29140,,TOURCH,48.027114963,-3.823394056
29295,TREMAOUEZAN,29800,,TREMAOUEZAN,48.508702664,-4.255796471
29002,ARZANO,29300,,ARZANO,47.893174019,-3.442755537
29003,AUDIERNE,29770,ESQUIBIEN,AUDIERNE,48.027732606,-4.561426721
29013,BOTMEUR,29690,,BOTMEUR,48.376854751,-3.922714385
29015,BOURG BLANC,29860,,BOURG BLANC,48.495756508,-4.50003105
29016,BRASPARTS,29190,,BRASPARTS,48.319459119,-3.950296924
29017,BRELES,29810,,BRELES,48.471187173,-4.687140619
29019,BREST,29200,,BREST,48.400345079,-4.502479359
29024,CARHAIX PLOUGUER,29270,,CARHAIX PLOUGUER,48.268748438,-3.566027483
29026,CHATEAULIN,29150,,CHATEAULIN,48.202954677,-4.073746337
29030,CLEDER,29233,,CLEDER,48.660341605,-4.124313934
29032,CLOHARS FOUESNANT,29950,,CLOHARS FOUESNANT,47.898169229,-4.082833818
29035,COAT MEAL,29870,,COAT MEAL,48.506017555,-4.539774887
29042,CROZON,29160,LE FRET,CROZON,48.244914628,-4.491944902
29056,LA FOREST LANDERNEAU,29800,,LA FOREST LANDERNEAU,48.434156875,-4.314866666
29058,FOUESNANT,29170,BEGMEIL,FOUESNANT,47.872601527,-4.016515185
29062,GOUEZEC,29190,,GOUEZEC,48.170053873,-3.972204106
29069,GUILERS,29820,,GUILERS,48.419107127,-4.562254202
29077,GUISSENY,29880,,GUISSENY,48.617083042,-4.411604236
29083,ILE DE SEIN,29990,,ILE DE SEIN,48.03142099,-4.838371381
29097,LAMPAUL GUIMILIAU,29400,,LAMPAUL GUIMILIAU,48.48372582,-4.04046759
29101,LANDEDA,29870,ABERWRACH,LANDEDA,48.589169111,-4.576775781
29102,LANDELEAU,29530,,LANDELEAU,48.25300436,-3.732795183
29107,LANDUDAL,29510,,LANDUDAL,48.056689542,-3.97782625
29120,LANVEOC,29160,,LANVEOC,48.275580525,-4.444441979
29123,LENNON,29190,,LENNON,48.205463922,-3.903018322
29141,LOQUEFFRET,29530,,LOQUEFFRET,48.329874517,-3.858858879
29143,MAHALON,29790,,MAHALON,48.027138421,-4.419504083
29150,MOELAN SUR MER,29350,KERFANY LES PINS,MOELAN SUR MER,47.806298901,-3.645593893
29152,MOTREFF,29270,,MOTREFF,48.219797313,-3.562670512
29153,NEVEZ,29920,PORT MANECH,NEVEZ,47.815466332,-3.775901861
29162,PLEYBEN,29190,,PLEYBEN,48.238063699,-3.975575954
29168,PLOGOFF,29770,,PLOGOFF,48.035058215,-4.67942562
29178,PLOUDALMEZEAU,29830,,PLOUDALMEZEAU,48.537591074,-4.669742347
29181,PLOUEDERN,29800,,PLOUEDERN,48.482852391,-4.252730158
29186,PLOUEZOC H,29252,,PLOUEZOC H,48.637223675,-3.815665124
29198,PLOUIDER,29260,,PLOUIDER,48.601734911,-4.292692293
29199,PLOUIGNEAU,29650,LE PONTHOU,PLOUIGNEAU,48.573297271,-3.702219869
29202,PLOUNEOUR MENEZ,29410,,PLOUNEOUR MENEZ,48.44573764,-3.880781578
29208,PLOURIN,29830,,PLOURIN,48.503032931,-4.68461586
29220,PONT L ABBE,29120,,PONT L ABBE,47.865184932,-4.216780858
29221,PORSPODER,29840,,PORSPODER,48.498453995,-4.7541235
29224,POULDERGAT,29100,,POULDERGAT,48.04015448,-4.32653951
29227,POULLAOUEN,29246,,POULLAOUEN,48.347877827,-3.643645763
29228,PRIMELIN,29770,,PRIMELIN,48.028981693,-4.605239952
29232,QUIMPER,29000,,QUIMPER,47.99710101,-4.091096788
29234,REDENE,29300,,REDENE,47.85540586,-3.487062187
29248,ST FREGANT,29260,,ST FREGANT,48.599792553,-4.373337455
29250,ST HERNIN,29270,,ST HERNIN,48.208122733,-3.61100549
29251,ST JEAN DU DOIGT,29630,,ST JEAN DU DOIGT,48.670027418,-3.762867875
29256,ST NIC,29550,,ST NIC,48.210999053,-4.280456957
29261,ST RIVOAL,29190,,ST RIVOAL,48.34916444,-3.987758119
29262,ST SAUVEUR,29400,,ST SAUVEUR,48.44826592,-4.000249304
29265,STE SEVE,29600,,STE SEVE,48.560269207,-3.889132251
29269,ST THURIEN,29380,,ST THURIEN,47.956751438,-3.619964902
29286,TREFLEVENEZ,29800,,TREFLEVENEZ,48.415558545,-4.175815799
29290,TREGLONOU,29870,,TREGLONOU,48.547560955,-4.547494432
29291,TREGOUREZ,29970,,TREGOUREZ,48.105826868,-3.871582096
29001,ARGOL,29560,,ARGOL,48.249860637,-4.299018623
29004,BANNALEC,29380,,BANNALEC,47.935239103,-3.695213554
29007,BERRIEN,29690,,BERRIEN,48.403021944,-3.765705405
29011,BOHARS,29820,,BOHARS,48.431361752,-4.521861946
29021,PLOUNEOUR BRIGNOGAN PLAGES,29890,BRIGNOGAN PLAGE,PLOUNEOUR BRIGNOGAN PLAGES,48.652661473,-4.330032275
29025,CAST,29150,,CAST,48.148889351,-4.11886839
29028,CLEDEN CAP SIZUN,29770,,CLEDEN CAP SIZUN,48.054008985,-4.656158694
29031,CLOHARS CARNOET,29360,,CLOHARS CARNOET,47.79449354,-3.566706716
29038,COMMANA,29450,,COMMANA,48.410384523,-3.969678094
29039,CONCARNEAU,29900,,CONCARNEAU,47.896434353,-3.907154683
29045,DIRINON,29460,,DIRINON,48.400850205,-4.269210901
29046,DOUARNENEZ,29100,TREBOUL,DOUARNENEZ,48.080138679,-4.328017277
29051,ERGUE GABERIC,29500,,ERGUE GABERIC,48.012204176,-4.00787791
29067,GUERLESQUIN,29650,,GUERLESQUIN,48.53185947,-3.587714315
29072,GUILVINEC,29730,,GUILVINEC,47.800365354,-4.285924684
29073,GUIMAEC,29620,,GUIMAEC,48.679210433,-3.706023519
29075,GUIPAVAS,29490,,GUIPAVAS,48.430681972,-4.396439983
29079,HENVIC,29670,,HENVIC,48.632652469,-3.931407953
29090,KERLAZ,29100,,KERLAZ,48.091448262,-4.263538123
29091,KERLOUAN,29890,,KERLOUAN,48.647791027,-4.378665518
29094,KERNOUES,29260,,KERNOUES,48.593983392,-4.34459697
29095,KERSAINT PLABENNEC,29860,,KERSAINT PLABENNEC,48.478849478,-4.362548193
29099,LAMPAUL PLOUDALMEZEAU,29830,,LAMPAUL PLOUDALMEZEAU,48.553750107,-4.647873723
29103,LANDERNEAU,29800,,LANDERNEAU,48.451106759,-4.264150685
29124,LESNEVEN,29260,,LESNEVEN,48.579932223,-4.312932262
29125,LEUHAN,29390,,LEUHAN,48.100578004,-3.778505893
29131,LOCMELAR,29400,,LOCMELAR,48.450222544,-4.057921755
29140,LOPERHET,29470,,LOPERHET,48.384149254,-4.313768727
29146,MELGVEN,29140,,MELGVEN,47.913039105,-3.841855789
29155,OUESSANT,29242,,ILE D OUESSANT,48.460730638,-5.086013927
29158,PENMARCH,29760,ST GUENOLE,PENMARCH,47.812348408,-4.341773283
29160,PLABENNEC,29860,,PLABENNEC,48.49366393,-4.41949551
29163,PLEYBER CHRIST,29410,,PLEYBER CHRIST,48.510673161,-3.871713177
29165,PLOBANNALEC LESCONIL,29740,LESCONIL,PLOBANNALEC LESCONIL,47.821008468,-4.228010061
29170,PLOMELIN,29700,,PLOMELIN,47.935833793,-4.150094698
29173,PLONEIS,29710,,PLONEIS,48.011116596,-4.209345829
29176,PLONEVEZ PORZAY,29550,,PLONEVEZ PORZAY,48.127499905,-4.239298599
29183,PLOUEGAT MOYSAN,29650,,PLOUEGAT MOYSAN,48.570137619,-3.616573238
29189,PLOUGASTEL DAOULAS,29470,,PLOUGASTEL DAOULAS,48.360312232,-4.382679357
29190,PLOUGONVELIN,29217,,PLOUGONVELIN,48.351092431,-4.718053472
29190,PLOUGONVELIN,29217,ST MATHIEU,PLOUGONVELIN,48.351092431,-4.718053472
29201,PLOUMOGUER,29810,,PLOUMOGUER,48.399748598,-4.715687528
29204,PLOUNEVENTER,29400,,PLOUNEVENTER,48.520903829,-4.208927124
29210,PLOUVORN,29420,,PLOUVORN,48.576884782,-4.02218014
29216,PLUGUFFAN,29700,,PLUGUFFAN,47.972204996,-4.187525044
29221,PORSPODER,29840,LARRET,PORSPODER,48.498453995,-4.7541235
29237,LA ROCHE MAURICE,29800,,LA ROCHE MAURICE,48.473430798,-4.19458795
29238,ROSCANVEL,29570,,ROSCANVEL,48.319042513,-4.558358697
29240,ROSNOEN,29590,,ROSNOEN,48.27137602,-4.19854421
29255,ST MEEN,29260,,ST MEEN,48.554758387,-4.258827846
29260,ST RENAN,29290,,ST RENAN,48.426041807,-4.62400497
29267,ST THOIS,29520,,ST THOIS,48.153395555,-3.906148338
29271,ST VOUGAY,29440,,ST VOUGAY,48.588844328,-4.146285158
29275,SCRIGNAC,29640,,SCRIGNAC,48.426574545,-3.668330915
29276,SIBIRIL,29250,,SIBIRIL,48.66430783,-4.071763438
29288,TREGARANTEC,29260,,TREGARANTEC,48.549427953,-4.289530514
29292,TREGUENNEC,29720,,TREGUENNEC,47.884821497,-4.339132034
29293,TREGUNC,29910,,TREGUNC,47.838210908,-3.841064391
29294,LE TREHOU,29450,,LE TREHOU,48.3938718,-4.129533872
29298,TREOGAT,29720,,TREOGAT,47.909598454,-4.341089103
29299,TREOUERGAT,29290,,TREOUERGAT,48.494960385,-4.601867967
29003,AUDIERNE,29770,,AUDIERNE,48.027732606,-4.561426721
29006,BENODET,29950,,BENODET,47.878417296,-4.076058689
29008,BEUZEC CAP SIZUN,29790,,BEUZEC CAP SIZUN,48.07166904,-4.507384691
29012,BOLAZEC,29640,,BOLAZEC,48.442782624,-3.594503207
29020,BRIEC,29510,,BRIEC,48.093786817,-4.020429806
29021,PLOUNEOUR BRIGNOGAN PLAGES,29890,PLOUNEOUR TREZ,PLOUNEOUR BRIGNOGAN PLAGES,48.652661473,-4.330032275
29023,CARANTEC,29660,,CARANTEC,48.656899875,-3.914569133
29031,CLOHARS CARNOET,29360,LE POULDU,CLOHARS CARNOET,47.79449354,-3.566706716
29033,LE CLOITRE PLEYBEN,29190,,LE CLOITRE PLEYBEN,48.258689977,-3.896689605
29036,COLLOREC,29530,,COLLOREC,48.291503253,-3.77133931
29037,COMBRIT,29120,,COMBRIT,47.887144359,-4.164161625
29042,CROZON,29160,MORGAT,CROZON,48.244914628,-4.491944902
29044,DINEAULT,29150,,DINEAULT,48.217776216,-4.166687626
29049,ELLIANT,29370,,ELLIANT,48.007860722,-3.902543676
29063,GOULIEN,29770,,GOULIEN,48.058422749,-4.592583357
29070,GUILER SUR GOYEN,29710,,GUILER SUR GOYEN,48.016832915,-4.361193002
29082,ILE DE BATZ,29253,,ILE DE BATZ,48.745680755,-4.01493735
29085,ILE TUDY,29980,,ILE TUDY,47.853687529,-4.160682849
29086,IRVILLAC,29460,,IRVILLAC,48.366930178,-4.201413338
29087,LE JUCH,29100,,LE JUCH,48.055473067,-4.265144911
29101,LANDEDA,29870,,LANDEDA,48.589169111,-4.576775781
29111,LANHOUARNEAU,29430,,LANHOUARNEAU,48.575338355,-4.204440035
29113,LANMEUR,29620,,LANMEUR,48.64250228,-3.721505036
29114,LANNEANOU,29640,,LANNEANOU,48.498207874,-3.665284957
29122,LAZ,29520,,LAZ,48.135670782,-3.839934121
29132,LOCQUENOLE,29670,,LOCQUENOLE,48.623755703,-3.863504635
29136,LOCUNOLE,29310,,LOCUNOLE,47.924006006,-3.485584559
29142,LOTHEY,29190,,LOTHEY,48.183845781,-4.025688336
29148,MESPAUL,29420,,MESPAUL,48.613361533,-4.060717995
29151,MORLAIX,29600,,MORLAIX,48.60016464,-3.820230779
29156,PENCRAN,29800,,PENCRAN,48.443706991,-4.221168317
29158,PENMARCH,29760,,PENMARCH,47.812348408,-4.341773283
29159,PEUMERIT,29710,,PEUMERIT,47.946755348,-4.295844158
29165,PLOBANNALEC LESCONIL,29740,,PLOBANNALEC LESCONIL,47.821008468,-4.228010061
29174,PLONEOUR LANVERN,29720,,PLONEOUR LANVERN,47.908563491,-4.265120982
29175,PLONEVEZ DU FAOU,29530,,PLONEVEZ DU FAOU,48.256054795,-3.823583854
29179,PLOUDANIEL,29260,,PLOUDANIEL,48.523050138,-4.31379249
29180,PLOUDIRY,29800,,PLOUDIRY,48.457449177,-4.129289049
29184,PLOUENAN,29420,,PLOUENAN,48.621023413,-3.980405387
29185,PLOUESCAT,29430,,PLOUESCAT,48.665530175,-4.180115585
29187,PLOUGAR,29440,,PLOUGAR,48.556495931,-4.128533435
29188,PLOUGASNOU,29630,,PLOUGASNOU,48.677417325,-3.811748333
29191,PLOUGONVEN,29640,,PLOUGONVEN,48.505630384,-3.727495397
29192,PLOUGOULM,29250,,PLOUGOULM,48.656255626,-4.041883832
29193,PLOUGOURVEST,29400,,PLOUGOURVEST,48.553685459,-4.073314878
29195,PLOUGUERNEAU,29880,,PLOUGUERNEAU,48.603431526,-4.490978256
29209,PLOUVIEN,29860,,PLOUVIEN,48.539471667,-4.465366389
29211,PLOUYE,29690,,PLOUYE,48.320663328,-3.734425167
29214,PLOVAN,29720,,PLOVAN,47.932953107,-4.359921263
29218,PONT CROIX,29790,,PONT CROIX,48.046355308,-4.497606335
29229,QUEMENEVEN,29180,,QUEMENEVEN,48.118064644,-4.143925661
29233,QUIMPERLE,29300,,QUIMPERLE,47.856153429,-3.555021762
29247,ST EVARZEC,29170,,ST EVARZEC,47.953775253,-4.009799895
29254,ST MARTIN DES CHAMPS,29600,,ST MARTIN DES CHAMPS,48.576055953,-3.85597078
29257,ST PABU,29830,,ST PABU,48.56236229,-4.619768097
29263,ST SEGAL,29590,,ST SEGAL,48.235791501,-4.077581926
29270,ST URBAIN,29800,,ST URBAIN,48.397067074,-4.222058635
29272,ST YVI,29140,,ST YVI,47.959951178,-3.93884767
29274,SCAER,29390,,SCAER,48.027810505,-3.730246087
29279,TAULE,29670,,TAULE,48.604497813,-3.899102308
29285,TREFLAOUENAN,29440,,TREFLAOUENAN,48.626947977,-4.09875115
